name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;141;0;513;3087;1357;3087;1636;0
header;99;176;99;210;1741;210;1741;176
A;1203;164;1203;165;1206;165;1206;164
A;903;238;903;266;926;266;926;238
B;914;916;914;943;934;943;934;916
B;984;952;984;979;1011;979;1011;952
B;1132;1052;1132;1070;1146;1070;1146;1052
C;1201;1191;1201;1210;1215;1210;1215;1191
A;791;1309;791;1311;791;1311;791;1309
B;1034;1376;1034;1394;1047;1394;1047;1376
C;1405;1513;1405;1532;1419;1532;1419;1513
A;959;1545;959;1545;959;1545;959;1545
C;921;1565;921;1593;941;1593;941;1565
A;632;1931;632;1933;634;1933;634;1931
A;763;2156;763;2157;765;2157;765;2156
D;931;2233;931;2261;951;2261;951;2233
D;1369;2350;1369;2376;1396;2376;1396;2350
A;923;2570;923;2572;925;2572;925;2570
A;717;2590;717;2597;724;2597;724;2590
